Security Code,Issuer Name,Security Id,Security Name,Face Value,Industry,Sector Name
509423,Sanathnagar Enterprises Limited,SEL,Sanathnagar Enterprises Limited,10,Residential- Commercial Projects,Consumer Discretionary
509438,Benares Hotels Ltd,BENARAS,BENARES HOTELS LTD.,10,Hotels & Resorts,Consumer Discretionary
509449,"Bhagwati Oxygen Ltd.,",BHAGWOX,BHAGWATI OXYGEN LTD.,10,Commodity Chemicals,Commodities
509470,BOMBAY OXYGEN INVESTMENTS LIMITED,BOMOXY-B1,Bombay Oxygen Investments Ltd,100,Non Banking Financial Company (NBFC),Financial Services
509472,Cravatex Ltd.,CRAVATEX,CRAVATEX LTD.,10,Trading & Distributors,Services
509480,Berger Paints India Ltd,BERGEPAINT,BERGER PAINTS INDIA LTD.,1,Paints,Consumer Discretionary
509486,"Caprihans India Ltd.,",CAPRIHANS,CAPRIHANS INDIA LTD.-$,10,Plastic Products - Industrial,Industrials
509488,Graphite India Ltd.,GRAPHITE,GRAPHITE INDIA LTD.,2,Electrodes & Refractories,Industrials
509496,ITD Cementation India Ltd,ITDCEM,ITD CEMENTATION INDIA LTD.,1,Civil Construction,Industrials
509525,"Empire Industries Ltd.,",EMPIND,EMPIRE INDUSTRIES LTD.,10,Diversified,Diversified
509546,Graviss Hospitality Ltd,GRAVISSHO,GRAVISS HOSPITALITY LTD.,2,Hotels & Resorts,Consumer Discretionary
509557,GARWARE TECHNICAL FIBRES LIMITED,GARFIBRES,Garware Technical Fibres Ltd,10,Other Textile Products,Consumer Discretionary
509563,"Garware Marine Industries Ltd.,",GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,10,Other Textile Products,Consumer Discretionary
509567,"Goa Carbon Ltd.,",GOACARBON,GOA CARBON LTD.-$,10,Industrial Minerals,Commodities
509597,"Hardcastle & Waud Mfg. Co. Ltd.,",HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.,10,Specialty Chemicals,Commodities
509631,HEG Ltd.,HEG,HEG LTD.,10,Electrodes & Refractories,Industrials
509635,Hindustan Composites Ltd,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,5,Auto Components & Equipments,Consumer Discretionary
509650,"Hindustan Housing Co. Ltd.,",ZHINDHSG,HINDUSTAN HOUSING CO.LTD.,25,Housing Finance Company,Financial Services
509675,HIL Limited,HIL,HIL LTD.,10,Furniture- Home Furnishing,Consumer Discretionary
509692,Indian Card Clothing Ltd,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,10,Other Textile Products,Consumer Discretionary
509709,"International Conveyors Ltd.,",INTLCONV,INTERNATIONAL CONVEYORS LTD.,1,Industrial Products,Industrials
509715,"Jay Shree Tea & Industries Ltd.,",JAYSHREETEA,JAY SHREE TEA & INDUSTRIES LTD.,5,Tea & Coffee,Fast Moving Consumer Goods
509760,Modern Shares and Stockbrokers Ltd.,MODRNSH,MODERN SHARES & STOCKBROKERS LTD.,10,Other Financial Services,Financial Services
509782,"Oseaspre Consultants Ltd.,",OSEASPR,OSEASPRE CONSULTANTS LTD.,10,Diversified Commercial Services,Services
509820,HUHTAMAKI INDIA LIMITED,HUHTAMAKI,Huhtamaki India Ltd,2,Packaging,Industrials
509835,"Premier Synthetics Ltd.,",PREMSYN,PREMIER SYNTHETICS LTD.,10,Other Textile Products,Consumer Discretionary
509845,"R.J. Shah & Co. Ltd.,",RJSHAH,R.J.SHAH & CO.LTD.,10,Residential- Commercial Projects,Consumer Discretionary
509870,"Shah Construction Co. Ltd.,",SHAHCON,SHAH CONSTRUCTION CO.LTD.,100,Residential- Commercial Projects,Consumer Discretionary
509874,Shalimar Paints Ltd.,SHALPAINTS,SHALIMAR PAINTS LTD.-$,2,Paints,Consumer Discretionary
509887,"Sinnar Bidi Udyog Ltd.,",SINNAR,SINNAR BIDI UDYOG LTD.,5,Cigarettes & Tobacco Products,Fast Moving Consumer Goods
509895,Hindoostan Mills Ltd.,HINDMILL,HINDOOSTAN MILLS LTD.,10,Other Textile Products,Consumer Discretionary
509910,"Southern Gas Ltd.,",ZSOUTGAS,SOUTHERN GAS LTD.,100,Commodity Chemicals,Commodities
509917,"Technojet Consultants Ltd.,",TECHCON,TECHNOJET CONSULTANTS LTD.,10,Consulting Services,Services
509930,"Supreme Industries Ltd.,",SUPREMEIND,SUPREME INDUSTRIES LTD.,2,Plastic Products - Industrial,Industrials
509945,"Thacker & Co. Ltd.,",THACKER,THACKER & CO.LTD.,1,Other Financial Services,Financial Services
509960,"U.P. Hotels Ltd.,",UPHOT,U.P.HOTELS LTD.,10,Hotels & Resorts,Consumer Discretionary
509966,"VST Industries Ltd.,",VSTIND,VST INDUSTRIES LTD.,10,Cigarettes & Tobacco Products,Fast Moving Consumer Goods
510245,"Swasti Vinayaka Synthetics Ltd.,",SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD.,1,Other Textile Products,Consumer Discretionary
511000,Madhusudan Securities Ltd,MADHUSE,MADHUSUDAN SECURITIES LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511012,Yamini Investments Company Limited,YAMNINV,YAMINI INVESTMENTS COMPANY LTD.,1,Investment Company,Financial Services
511016,"Premier Capital Services Ltd.,",PREMCAP,PREMIER CAPITAL SERVICES LTD.,1,Other Electrical Equipment,Industrials
511018,MILGREY FINANCE & INVESTMENT LTD,ZMILGFIN,Milgrey Finance & Investments Ltd,10,Diversified Commercial Services,Services
511034,"Jindal Drilling & Industries Ltd.,",JINDRILL,JINDAL DRILLING & INDUSTRIES LTD.,5,Offshore Support Solution Drilling,Energy
511048,"Kusam Electrical Industies Ltd.,",KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LTD.,10,Trading & Distributors,Services
511060,"Jumbo Finance Ltd.,",JUMBFNL,JUMBO FINANCE LTD.,10,Diversified Commercial Services,Services
511066,"Sakthi Finance Ltd.,",SAKTHIFIN,SAKTHI FINANCE LTD.,10,Investment Company,Financial Services
511074,EASY FINCORP LIMITED,EASYFIN,Easy Fincorp Ltd,10,Investment Company,Financial Services
511076,Sat Industries Ltd,SATINDLTD,SAT INDUSTRIES LTD.-$,2,Iron & Steel Products,Industrials
511092,JMD Ventures Limited,JMDVL,JMD Ventures Ltd,10,Film Production- Distribution & Exhibition,Consumer Discretionary
511096,"Tivoli Construction Ltd.,",TVOLCON,TIVOLI CONSTRUCTION LTD.,10,Residential- Commercial Projects,Consumer Discretionary
511108,Shiva Texyarn Ltd.,SHIVTEX,SHIVA TEXYARN LTD.,10,Other Textile Products,Consumer Discretionary
511110,V.B.Desai Financial Services Ltd,VBDESAI,V.B.DESAI FINANCIAL SERVICES LTD.,10,Other Financial Services,Financial Services
511116,Quadrant Televentures Limited,QUADRANT,Quadrant Televentures Limited-$,1,Telecom - Cellular & Fixed line services,Telecommunication
511122,"First Custodian Fund (India) Ltd.,",1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511131,Kamanwala Housing Construction Ltd,KAMANWALA,KAMANWALA HOUSING CONSTRUCTION LTD.,10,Residential- Commercial Projects,Consumer Discretionary
511147,WSFX Global Pay Limited,WSFX,WSFx Global Pay Ltd,10,Financial Technology (Fintech),Financial Services
511153,Anjani Foods Limited,ANJANIFOODS,Anjani Foods Ltd,2,Packaged Foods,Fast Moving Consumer Goods
511169,RKD AGRI & RETAIL LIMITED,RKDAGRRTL,RKD Agri & Retail Ltd,1,Non Banking Financial Company (NBFC),Financial Services
511176,Parshwanath Corporation Limited,PARSHWANA,PARSHWANATH CORPORATION LTD.,10,Residential- Commercial Projects,Consumer Discretionary
511185,RAJVI LOGITRADE LIMITED,RAJVI,Rajvi Logitrade Ltd,10,Logistics Solution Provider,Services
511187,Millennium Online Solutions (India) Ltd,MILLENNIUM,Millennium Online Solutions ( India ) Ltd,1,Diversified Commercial Services,Services
511194,"ICDS Ltd.,",ICDSLTD,ICDS LTD.,10,Diversified Commercial Services,Services
511196,"Can Fin Homes Ltd.,",CANFINHOME,CAN FIN HOMES LTD.,2,Housing Finance Company,Financial Services
511200,Munoth Capital Market Ltd,MUNCAPM,MUNOTH CAPITAL MARKET LTD.,5,Stockbroking & Allied,Financial Services
511208,IL & FS Investment Managers Ltd.,IVC,IL&FS INVESTMENT MANAGERS LTD.,2,Asset Management Company,Financial Services
511218,Shriram Finance Limited,SHRIRAMFIN,Shriram Finance Ltd,10,Non Banking Financial Company (NBFC),Financial Services
511243,Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,2,Non Banking Financial Company (NBFC),Financial Services
511246,BOMBAY TALKIES LIMITED,BOMTALKIES,Bombay Talkies Ltd,1,Film Production- Distribution & Exhibition,Consumer Discretionary
511254,Sagar Systech Ltd.,SAGARSYST,SAGAR SYSTECH LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511260,ID INFO BUSINESS SERVICES LTD.,IDINFO,ID Info Business Services Ltd,10,Other Financial Services,Financial Services
511333,VLS Finance Limited,VLSFINANCE,VLS FINANCE LTD.,10,Investment Company,Financial Services
511355,India Cements Capital Limited,INDCEMCAP,INDIA CEMENTS CAPITAL LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511359,AD-Manum Finance Ltd,ADMANUM,AD-MANUM FINANCE LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511377,Mehta Integrated Finance Ltd.,MEHIF,MEHTA INTEGRATED FINANCE LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511391,Inter Globe Finance Ltd.,INTRGLB,INTER GLOBE FINANCE LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511401,MUNOTH COMMUNICATION LIMITED,MCLTD,Munoth Communication Ltd,10,Other Financial Services,Financial Services
511411,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,SHRISTI,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,10,Residential- Commercial Projects,Consumer Discretionary
511413,CREST VENTURES LIMITED,CREST,CREST VENTURES LIMITED,10,Non Banking Financial Company (NBFC),Financial Services
511431,Vakrangee Limited,VAKRANGEE,Vakrangee Limited-$,1,IT Enabled Services,Information Technology
511441,Gujarat Credit Corporation Ltd.,GUJCRED,GUJARAT CREDIT CORPORATION LTD.,10,Other Financial Services,Financial Services
511447,Sylph Technologies Ltd,SYLPH,SYLPH TECHNOLOGIES LTD.,1,IT Enabled Services,Information Technology
511451,Dharani Finance Ltd.,DHARFIN,DHARANI FINANCE LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511463,Alexander Stamps And Coin Limited,ALEXANDER,Alexander Stamps And Coin Ltd,10,Diversified,Diversified
511473,Indbank Merchant Banking Services L,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,10,Stockbroking & Allied,Financial Services
511493,SHRYDUS INDUSTRIES LIMITED,SHRYDUS,Shrydus Industries Ltd,10,Non Banking Financial Company (NBFC),Financial Services
511501,Bharat Bhushan Share & Commodity Brokers Ltd.,BHARAT,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,10,Other Financial Services,Financial Services
511505,Capital Trust Ltd.,CAPITALT,CAPITAL TRUST LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511507,Ushakiran Finance Ltd.,USHAKIRA,USHAKIRAN FINANCE LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511509,Vivo Bio tech Ltd.,VIVOBIOT,VIVO BIO TECH LTD.,10,Biotechnology,Healthcare
511523,Veerhealth Care Limited,VEERHEALTH,Veerhealth Care Limited,10,Pharmaceuticals,Healthcare
511525,Pan India Corporation Ltd,PANINDIAC,PAN INDIA CORPORATION LTD.,10,Investment Company,Financial Services
511533,Sahara HousingFina Corporation Ltd.,SAHARAHOUS,SAHARA HOUSINGFINA CORPORATION LTD.,10,Housing Finance Company,Financial Services
511535,NDA Securities ltd.,NDASEC,NDA SECURITIES LTD.,10,Other Financial Services,Financial Services
511543,GSB Finance Ltd.,GSBFIN,GSB FINANCE LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511549,Morarka Finance Ltd.,MORARKFI,MORARKA FINANCE LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511551,Monarch Networth Capital Limited,MONARCH,Monarch Networth Capital Ltd,10,Stockbroking & Allied,Financial Services
511557,Pro Fin Capital Services Ltd,PROFINC,PRO FIN CAPITAL SERVICES LTD.,1,Diversified Commercial Services,Services
511559,Times Guaranty Ltd.,TIMESGTY,TIMES GUARANTY LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511563,Sanchay Finvest Ltd,SANCF,SANCHAY FINVEST LTD.,10,Diversified Commercial Services,Services
511571,Som Datt Finance Corporation Ltd.,SODFC,SOM DATT FINANCE CORPORATION LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511585,Regency Trust Ltd.,REGTRUS,REGENCY TRUST LTD.,1,Non Banking Financial Company (NBFC),Financial Services
511589,Avonmore Capital & Management Services Limited,AVONMORE,Avonmore Capital & Management Services Limited,10,Non Banking Financial Company (NBFC),Financial Services
511593,Libord Finance Limited,LIBORDFIN,Libord Finance Ltd,10,Non Banking Financial Company (NBFC),Financial Services
511601,Yash Management & Satellite Ltd.,YASHMGM,YASH MANAGEMENT & SATELLITE LTD.,10,Trading & Distributors,Services
511605,Arihant Capital Markets Ltd.,ARIHCAPM,ARIHANT CAPITAL MARKETS LTD.,1,Stockbroking & Allied,Financial Services
511609,ISL Consulting Ltd,ISLCONSUL,ISL CONSULTING LTD.,5,Other Financial Services,Financial Services
511611,DCM Financial Services Ltd.,DCMFINSERV,DCM FINANCIAL SERVICES LTD.,10,Investment Company,Financial Services
511626,R.R.Financial Consultants Ltd.,RRFIN,RR FINANCIAL CONSULTANTS LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511628,IM+ Capitals Limited,IMCAP,IM+ Capitals Limited,10,Non Banking Financial Company (NBFC),Financial Services
511630,Sambhaav Media Ltd.,SAMBHAAV,SAMBHAAV MEDIA LTD.,1,Print Media,Consumer Discretionary
511644,Omega Interactive Technologies Ltd.,OMEGAIN,OMEGA INTERACTIVE TECHNOLOGIES LTD.,10,Software Products,Information Technology
511654,Sugal & Damani Share Brokers Ltd.,SUGALDAM,SUGAL & DAMANI SHARE BROKERS LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511658,Nettlinx Ltd.,NETTLINX,NETTLINX LTD.,10,Other Telecom Services,Telecommunication
511672,Scan Steels Limited,SCANSTL,Scan Steels Limited,10,Iron & Steel,Commodities
511676,GIC Housing Finance Ltd.,GICHSGFIN,GIC HOUSING FINANCE LTD.,10,Housing Finance Company,Financial Services
511688,Mathew Easow Research Securities Lt,MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511692,Ajcon Global Services Ltd.,AJCON,AJCON GLOBAL SERVICES LTD.,10,Other Financial Services,Financial Services
511696,Chartered Capital & Investment Ltd.,CHRTEDCA,CHARTERED CAPITAL & INVESTMENT LTD.,10,Other Financial Services,Financial Services
511700,Standard Capital Markets Ltd.,STANCAP,STANDARD CAPITAL MARKETS LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511702,YOGI LIMITED,YOGI,YOGI Ltd,10,Non Banking Financial Company (NBFC),Financial Services
511710,Cubical Financial Services Ltd.,CUBIFIN,CUBICAL FINANCIAL SERVICES LTD.,2,Non Banking Financial Company (NBFC),Financial Services
511712,Relic Technologies Ltd.,RELICTEC,RELIC TECHNOLOGIES LTD.,10,Other Financial Services,Financial Services
511714,Nimbus Projects Limited,NIMBSPROJ,NIMBUS PROJECTS LTD.,10,Residential- Commercial Projects,Consumer Discretionary
511724,BAID FINSERV LIMITED,BAIDFIN,Baid Finserv Ltd,2,Non Banking Financial Company (NBFC),Financial Services
511726,Vipul Limited,VIPUL,VIPUL LTD.,1,Residential- Commercial Projects,Consumer Discretionary
511728,K.Z.Leasing & Finance Ltd.,KZLFIN,K.Z.LEASING & FINANCE LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511736,Ushdev International Ltd,USHDI,USHDEV INTERNATIONAL LTD.,1,Trading - Metals,Commodities
511738,Mehta Securities Ltd.,MEHSECU,MEHTA SECURITIES LTD.,10,Other Financial Services,Financial Services
511740,Mehta Housing Finance Ltd.,MEHTAHG,MEHTA HOUSING FINANCE LTD.,10,Housing Finance Company,Financial Services
511742,UGRO CAPITAL LIMITED,UGROCAP,Ugro Capital Ltd,10,Non Banking Financial Company (NBFC),Financial Services
511754,Shalibhadra Finance Ltd.,SAHLIBHFI,SHALIBHADRA FINANCE LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511756,Abirami Financial Services (India),ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511758,Mansi Finance (Chennai) Ltd,MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511760,Seven Hill Industries Limited,SEVENHILL,Seven Hill Industries Limited,1,Non Banking Financial Company (NBFC),Financial Services
511764,Aastamangalam Finance Limited,AASTAFIN,Aastamangalam Finance Ltd,10,Non Banking Financial Company (NBFC),Financial Services
511766,Muthoot Capital Services Ltd.,MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.,10,Non Banking Financial Company (NBFC),Financial Services
511768,Master Trust Ltd.,MASTERTR,MASTER TRUST LTD.,5,Non Banking Financial Company (NBFC),Financial Services
512004,"Nilkanth Engineering Ltd.,",ZNILKENG,NILKANTH ENGINEERING LTD.,10,Diversified Commercial Services,Services
512008,EFC (I) LIMITED,EFCIL,EFC (I) Ltd,10,Trading & Distributors,Services
512014,Sobhagya Merchantile Ltd.,SOBME,SOBHAGYA MERCHANTILE LTD.,10,Diversified Commercial Services,Services
512018,CNI Research Ltd,CNIRESLTD,CNI RESEARCH LTD.,1,Other Financial Services,Financial Services
512020,"Saraswati Commercial (India) Ltd.,",ZSARACOM,SARASWATI COMMERCIAL (INDIA) LTD.,10,Non Banking Financial Company (NBFC),Financial Services
512022,"Winro Commercial (India) Ltd.,",WINROC,WINRO COMMERCIAL (INDIA) LTD.,10,Non Banking Financial Company (NBFC),Financial Services
512024,N.D.Metal Industries Ltd,NDMETAL,N.D.METAL INDUSTRIES LTD.,10,Copper,Commodities
512025,Inertia Steel Limited,INERTIAST,INERTIA STEEL LTD.,10,Diversified Commercial Services,Services
512026,PH Trading Ltd.,PHTRADING,PH TRADING LTD.,10,Trading & Distributors,Services
512036,"Kapil Cotex  Ltd.,",KAPILCO,KAPIL COTEX LTD.,10,Other Textile Products,Consumer Discretionary
512038,TCC CONCEPT LIMITED,TCC,TCC Concept Ltd,10,Trading & Distributors,Services
512047,Royal India Corporation Limited,ROYALIND,Royal India Corporation Limited,10,Gems- Jewellery And Watches,Consumer Discretionary
512048,Luharuka Media & Infra Limited,LUHARUKA,Luharuka Media & Infra Ltd,1,Residential- Commercial Projects,Consumer Discretionary
512060,"Ventura Guaranty Ltd.,",SHYAM,VENTURA GUARANTY LTD.,10,Diversified Commercial Services,Services
512062,"Sanmitra Commercial Ltd.,",ZSANMCOM,SANMITRA COMMERCIAL LTD.,10,Diversified Commercial Services,Services
512063,"Ayoki Mercantile Ltd.,",AYOME,AYOKI MERCANTILE LTD.,10,Trading & Distributors,Services
512064,VISHVPRABHA VENTURES LIMITED,VISVEN,Vishvprabha Ventures Ltd,10,Diversified Commercial Services,Services
512065,"Mrugesh Trading Ltd.,",MRUTR,MRUGESH TRADING LTD.,10,Non Banking Financial Company (NBFC),Financial Services
512068,Deccan Gold Mines Ltd.,DECNGOLD,DECCAN GOLD MINES LTD.,1,Precious Metals,Commodities
512070,UPL Limited,UPL,UPL Limited,2,Pesticides & Agrochemicals,Commodities
512091,"Anshuni Commercials Ltd.,",ANSHNCO,ANSHUNI COMMERCIALS LTD.,10,Gems- Jewellery And Watches,Consumer Discretionary
512093,Cranes Software International Ltd.,CRANESSOFT,CRANES SOFTWARE INTERNATIONAL LTD.,2,Software Products,Information Technology
512097,Saianand Commercial Limited,SAICOM,Saianand Commercial Limited,1,Trading & Distributors,Services
512099,EYANTRA VENTURES LIMITED,EY,Eyantra Ventures Ltd,10,Gems- Jewellery And Watches,Consumer Discretionary
512101,"Triochem Products Ltd.,",TRIPR,TRIOCHEM PRODUCTS LTD.,10,Pharmaceuticals,Healthcare
512103,Nidhi Granites Limited,NIDHGRN,NIDHI GRANITES LTD.,10,Other Construction Materials,Commodities
512117,"Twin Roses Trades & Agencies Ltd.,",TWIROST,TWIN ROSES TRADES & AGENCIES LTD.,10,Diversified Commercial Services,Services
512131,Signet Industries Limited,SIGNETIND,Signet Industries Limited,10,Trading & Distributors,Services
512147,Kajal Synthetics and Silk Mills Ltd,KAJALSY,KAJAL SYNTHETICS & SILK MILLS LTD.,10,Other Financial Services,Financial Services
512149,Avance Technologies Ltd.,AVANCE,AVANCE TECHNOLOGIES LTD.,5,Software Products,Information Technology
512153,M LAKHAMSI INDUSTRIES LIMITED,MLINDLTD,M Lakhamsi Industries Ltd,10,Trading & Distributors,Services
512157,Terraform Realstate Limited,TERRAREAL,Terraform Realstate Limited,10,Diversified Commercial Services,Services
512161,SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,Securekloud Technologies Ltd,5,IT Enabled Services,Information Technology
512165,ABans Enterprises Limited,ABANSENT,Abans Enterprises Ltd,10,Trading - Metals,Commodities
512175,Vama Industries Limited,VAMA,VAMA INDUSTRIES LTD.,2,Computers Hardware & Equipments,Information Technology
512179,Sunteck Realty Ltd,SUNTECK,SUNTECK REALTY LTD.,1,Residential- Commercial Projects,Consumer Discretionary
512195,Bentley Commercial Enterprises Ltd.,BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.,10,Diversified Commercial Services,Services
512197,"Silver oak Commercial Ltd.,",SILVERO,SILVER OAK COMMERCIAL LTD.,10,Non Banking Financial Company (NBFC),Financial Services
512213,"Classic Electricals Ltd.,",CLASELE,CLASSIC ELECTRICALS LTD.,10,Trading & Distributors,Services
512215,STEPHANOTIS FINANCE LIMITED,STEPHANOTIS,Stephanotis Finance Ltd,10,Other Financial Services,Financial Services
512217,Prism Medico and Pharmacy Ltd.,PRISMMEDI,PRISM MEDICO AND PHARMACY LTD.,10,Non Banking Financial Company (NBFC),Financial Services
512221,SPV GLOBAL TRADING LIMITED,SPVGLOBAL,SPV Global Trading Ltd,10,Non Banking Financial Company (NBFC),Financial Services
512229,Veritas (India) Limited,VERITAS,VERITAS (INDIA) LTD.,1,Trading & Distributors,Services
512237,Jai Corp Limited,JAICORPLTD,JAI CORP LTD.,1,Plastic Products - Industrial,Industrials
512245,"Nivi Trading Ltd.,",ZNIVITRD,NIVI TRADING LTD.,10,Diversified Commercial Services,Services
512247,"Ashirwad Capital Ltd.,",ASHCAP,ASHIRWAD CAPITAL LTD.,1,Other Financial Services,Financial Services
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,1,Diversified,Diversified
512261,Bajaj Global Ltd,BAJGLOB,BAJAJ GLOBAL LTD.,10,Trading & Distributors,Services
512267,Media Matrix Worldwide Ltd.,MMWL,MEDIA MATRIX WORLDWIDE LTD.,1,Film Production- Distribution & Exhibition,Consumer Discretionary
512271,Tashi India Ltd.,TASHIND,TASHI INDIA LTD.,10,Diversified Commercial Services,Services
512277,Autoriders International Ltd,AUTOINT,AUTORIDERS INTERNATIONAL LTD.,10,Logistics Solution Provider,Services
512279,N2N Technologies Limited,NNTL,N2N Technologies Limited,10,Diversified Commercial Services,Services
512291,"Speedage Commercials Ltd.,",ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.,10,Other Financial Services,Financial Services
512296,Bhagyanagar India Limited,BHAGYNAGAR,BHAGYANAGAR INDIA LTD.,2,Copper,Commodities
512297,Shantai Industries Limited,SHANTAI,Shantai Industries Ltd,10,Industrial Products,Industrials
512301,Chambal Breweries & Distilleries Li,CHMBBRW,CHAMBAL BREWERIES & DISTILLERIES LTD.,10,Trading & Distributors,Services
512303,"Mansoon Trading Co. Ltd.,",ZMANSOON,MANSOON TRADING CO.LTD.,10,Diversified Commercial Services,Services
512329,Kintech Renewables Limited,KRL,Kintech Renewables Ltd,10,Civil Construction,Industrials
512337,"Mahashree Trading Ltd.,",MAHSHRE,MAHASHREE TRADING LTD.,10,Trading & Distributors,Services
512341,CES Limited,CESL,CES Limited,10,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services
512344,"Aravali Securities & Finance Ltd.,",ARAVALIS,ARAVALI SECURITIES & FINANCE LTD.,10,Trading & Distributors,Services
512345,"Yash Trading & Finance Ltd.,",YASTF,YASH TRADING & FINANCE LTD.,10,Other Financial Services,Financial Services
512367,"Sheraton Properties & Finance Ltd.,",ZSHERAPR,SHERATON PROPERTIES & FINANCE LTD.,10,Other Financial Services,Financial Services
512377,"Magnanimous Trade & Finance Ltd.,",MAGANTR,MAGNANIMOUS TRADE & FINANCE LTD.,10,Diversified Commercial Services,Services
512379,Cressanda Solutions Ltd.,CRESSAN,CRESSANDA SOLUTIONS LTD.,1,IT Enabled Services,Information Technology
512381,STARTECK FINANCE LIMITED,STARTECK,Starteck Finance Ltd,10,Non Banking Financial Company (NBFC),Financial Services
512393,Shardul Securities Ltd.,SHARDUL,SHARDUL SECURITIES LTD.,10,Stockbroking & Allied,Financial Services
512399,SERA INVESTMENTS & FINANCE INDIA LIMITED,SERA,Sera Investments & Finance India Ltd,2,Non Banking Financial Company (NBFC),Financial Services
512404,"Bengal Steel Industries Ltd.,",BENGALS,BENGAL STEEL INDUSTRIES LTD.,10,Iron & Steel Products,Industrials
512408,Uniworth Securities Limited,UNIWSEC,UNIWORTH SECURITIES LTD.,10,Other Textile Products,Consumer Discretionary
512415,"Mercury Trade Links Ltd.,",MERCTRD,MERCURY TRADE LINKS LTD.,10,Diversified Commercial Services,Services
512425,"Nirav Commercials Ltd.,",NIRAVCOM,NIRAV COMMERCIALS LTD.,10,Trading & Distributors,Services
512431,"White Hall Commercial Co.Ltd.,",WHITHAL,WHITE HALL COMMERCIAL CO.LTD.,10,Diversified Commercial Services,Services
512433,Asutosh Enterprise Ltd.,ASUTENT,ASUTOSH ENTERPRISES LTD.,10,Trading & Distributors,Services
512437,"Apollo Finvest (India) Ltd.,",APOLLOFI,APOLLO FINVEST (INDIA) LTD.,10,Non Banking Financial Company (NBFC),Financial Services
512441,"Enbee Trade & Finance Ltd.,",ENBETRD,ENBEE TRADE & FINANCE LTD.,10,Diversified Commercial Services,Services
512443,Ganon Products Limited,GANONPRO,Ganon Products Ltd,10,Trading & Distributors,Services
512445,"Devinsu Trading Ltd.,",DEVITRD,DEVINSU TRADING LTD.,10,Other Financial Services,Financial Services
512453,Shri Jagdamba Polymers Ltd,SHRJAGP,SHRI JAGDAMBA POLYMERS LTD.,1,Packaging,Industrials
512455,Lloyds Metals and Energy Limited,LLOYDSME,LLOYDS METALS AND ENERGY LTD.,1,Sponge Iron,Commodities
512461,"Punctual Trading Ltd.,",PUNCTRD,PUNCTUAL TRADING LTD.,10,Diversified Commercial Services,Services
512463,Shree Global  Tradefin  L t d..,SHRGLTR,SHREE GLOBAL TRADEFIN LTD.,1,Trading - Metals,Commodities
512477,"Betex India Ltd.,",BETXIND,BETEX INDIA LTD.,10,Other Textile Products,Consumer Discretionary
512479,VIRYA RESOURCES LIMITED,VIRYA,Virya Resources Ltd,10,Residential- Commercial Projects,Consumer Discretionary
512481,"Polytex India Ltd.,",POLYTEX,POLYTEX INDIA LTD.,10,Non Banking Financial Company (NBFC),Financial Services
512485,"Dhanlaxmi Cotex Ltd.,",DHANCOT,DHANLAXMI COTEX LTD.,10,Trading & Distributors,Services
